_table,part_id,type,category,base_desc,size_spec,variant,plain_desc,supplier,uom,qty_on_hand,unit_cost,cost,brand_mfg,supplier_pn,pkg_size,pkg_cost,labor_hrs,on_hand,status,supplier_2,brand_mfg_2,supplier_pn_2,pkg_size_2,pkg_cost_2,unit_cost_2,use_alt_supplier,last_cost_date,parent_id,child_id,qty,project_id,proj_status,customer,notes,labor_rate,markup,picked,item_type,box_num,discount_pct,discount_flat,weight,pallet_num,dimensions,description,labor_hrs,apply_markup,show_on_proforma,sort_order,version,quote_status,currency,overhead_rate,markup_pct,freight_inbound,freight_outbound,cal_gases_cost,cal_gases_freight,training_days,training_cost,training_notes,discount_note,internal_notes,proforma_header,proforma_footer,other_items
PART,PRT-LAB-BATTERY-AA-RCHRG,PRT,LAB,BATTERY,AA,RCHRG,Rechargeable AA batteries,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,OBSOLETE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BATTERY-AAA-RCHRG,PRT,LAB,BATTERY,AAA,RCHRG,Rechargeable AAA batteries,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,OBSOLETE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BATTERYCHRGR-AAA-AA,PRT,LAB,BATTERYCHRGR,AAA-AA,,Battery charger for rechargeable AA and AAA batteries,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,OBSOLETE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BATTERYKIT-8AA-8AAA-RCHRG,PRT,LAB,BATTERYKIT,8AA-8AAA,RCHRG,"8x AA, 8x AAA, charger and cables",Amazon,EA,0.0,29.99,0.0,EBL,https://www.amazon.com/dp/B0832Z7316?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,1.0,29.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BENCHVISE-6IN-HD,PRT,LAB,BENCHVISE,6IN,HD,"Bench Vice, heavy duty 6""",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-CABLE-3FT-HDMI-MICROHDMI,PRT,LAB,CABLE,3FT,HDMI-MICROHDMI,3FT Micro HDMI to HDMI cable,pishop.us,ea,1.0,6.45,0.0,,CS-PID-301,1.0,6.45,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-CABLE-6IN-USB-A-USB-A,PRT,LAB,CABLE,6IN,USB-A-USB-A,"6"" USB-A to USB-A cable",Newark,ea,1.0,4.64,0.0,,78AK7983,1.0,4.64,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-CALWEIGHT-500MG-CERT,PRT,LAB,CALWEIGHT,500MG,CERT,"Calibration weight, 500mg with certificate.",troemner.net,ea,0.0,403.0,0.0,Troemner,80858321,1.0,403.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-CENTERPUNCH,PRT,LAB,CENTERPUNCH,,,Automatic Center Punch,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-CLAY,PRT,LAB,CLAY,,,Modeling Clay,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-COLD-CHISEL-3PC-SET,PRT,LAB,COLD-CHISEL,3PC,SET,Cold Chisel Set,Amazon,ea,0.0,20.12,0.0,Dasco,https://www.amazon.com/gp/product/B00FOOD1BW/ref=ox_sc_act_title_2?smid=ATVPDKIKX0DER&psc=1,1.0,20.12,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-COMPASS,PRT,LAB,COMPASS,,,Compass,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-COMPMONITOR-22IN,PRT,LAB,COMPMONITOR,22IN,,"22"" Computer Monitor",Amazon,ea,3.0,74.99,0.0,Philips,link,1.0,74.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DESICCANT-INDICATING-SILICA,PRT,LAB,DESICCANT,INDICATING,SILICA,BULK SILICA DESICCANT IN BAG,silicagelpackets.com,ea,0.0,10.45,0.0,,,10.0,104.5,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DESICCATOR-50L,PRT,LAB,DESICCATOR,50L,,50L desiccator with 3 shelves.,Amazon,ea,0.0,245.99,0.0,INTBUYING,link,1.0,245.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DIALCALIPER,PRT,LAB,DIALCALIPER,,,Dial Caliper,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DIGIBALANCE-30KG,PRT,LAB,DIGIBALANCE,30KG,,"Digital scale, 30kg x 0.5g for fuel and water measurements.",Amazon,ea,0.0,174.99,0.0,My Weigh,link,1.0,174.99,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DIGICALIPER,PRT,LAB,DIGICALIPER,,,"Digital Caliper 6""",Amazon,ea,0.0,12.98,0.0,,link,1.0,12.98,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DRILLBITS-SET,PRT,LAB,DRILLBITS,,SET,"Drill bit Set, 230pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DUSTMASK-KN-95,PRT,LAB,DUSTMASK,KN-95,,"KN-95 Masks, 50pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-DUSTMASK-N-95,PRT,LAB,DUSTMASK,N-95,,"N-95 Masks, 20pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-EARPLUGS-200PK,PRT,LAB,EARPLUGS,,200PK,"Ear Plugs, 200pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-ELECDRILL-CORDED,PRT,LAB,ELECDRILL,,CORDED,Electric Drill,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-ENVIROMONITOR,PRT,LAB,ENVIROMONITOR,,,Environmental Conditions Monitor with temp and pressure,Grainger,ea,0.0,33.92,0.0,Taylor,48TA35,1.0,33.92,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-FERRITEFLTR-LG-CLAMPON,PRT,LAB,FERRITEFLTR,LG,CLAMPON,Large Ferrite Filter for serial to DIN adapter,DigeKey,ea,2.0,2.487,0.0,Laird,240-2246-ND,10.0,24.87,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-FERRITEFLTR-SM-CLAMPON,PRT,LAB,FERRITEFLTR,SM,CLAMPON,Small Ferrite Filter for serial to USB adapter,DigiKey,ea,0.0,1.324,0.0,Laird,240-070-ND,10.0,13.24,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-FIRSTAIDKIT,PRT,LAB,FIRSTAIDKIT,,,First Aid Kit,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-FLASHDRIVE-32GB-USB,PRT,LAB,FLASHDRIVE,32GB,USB,32GB USB Flashdrive,Amazon,ea,4.0,6.798,0.0,PNY,https://www.amazon.com/PNY-Turbo-Attach%C3%A9-Flash-5-Pack/dp/B08HW32VG6/ref=sr_1_4?crid=2I6YCGQWX041Q&dib=eyJ2IjoiMSJ9.nhRmu-2LTTjSQHUihSTJW97isi0pHS70L_VZAl9O4SW0M25MSNF-foBYe8mP_Z3NIhWup7cIjzoYDTgXj8az0NwVntrovuhcZoiyocZJ1hxy5vzzJ04B5Bqd7LWDQGai8AHU-dBjCwrdMTBQ5bBC60vE2Lk8AgeRiPKUSkkU-bxacRL8JHOwck0kC3FnATyZn7dZn_2lYceBfdttv-8OJcqYagbstk6kKiFbhHpWCTnWqqrZH3iefKs0RlMehGHgGknrAVe2MniknKeRXr4MbRPZNmSPvzFEAOSURTZcKZk.nodYXT5gDw-ehmF4KGhcz97E7KloVyYCQ4AXIL8UVAg&dib_tag=se&keywords=usb+flash+drive+32gb&qid=1775766767&s=electronics&sprefix=usb+flash+drive+32gb%2Celectronics%2C216&sr=1-4,5.0,33.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-GLOVES-HEAT-RESISTANT-LEATHER,PRT,LAB,GLOVES,HEAT-RESISTANT,LEATHER,Heat resistant leather welding gloves,Amazon,ea,0.0,14.99,0.0,,https://www.amazon.com/QeeLink-Welding-Gloves-Resistant-Fireproof/dp/B09P19F126/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.5a2f80d8-3686-499a-bbaa-70664bd0de70%3Aamzn1.sym.5a2f80d8-3686-499a-bbaa-70664bd0de70&crid=1LHX9FSYZXKDL&cv_ct_cx=Heat%2BResistant%2BGloves&keywords=Heat%2BResistant%2BGloves&pd_rd_i=B09P19F126&pd_rd_r=e9b494ec-d547-48db-b8c0-e4f74541f41b&pd_rd_w=FqU7B&pd_rd_wg=NqGSo&pf_rd_p=5a2f80d8-3686-499a-bbaa-70664bd0de70&pf_rd_r=2DZMC5HEF6HFX1WSDZD6&qid=1755882177&s=industrial&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=heat%2Bresistant%2Bgloves%2Cindustrial%2C230&sr=1-1-6024b2a3-78e4-4fed-8fed-e1613be3bcce-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1,1.0,14.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-30,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HACKSAW,PRT,LAB,HACKSAW,,,Hack Saw,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HACKSAWBLADES,PRT,LAB,HACKSAWBLADES,,,HACK SAW BLADES,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HAMMER-PICK-22OZ,PRT,LAB,HAMMER-PICK,,22OZ,"Drop Forged Rock Pick Hammer with Tip, 22 OZ",Amazon,ea,0.0,25.99,0.0,,https://www.amazon.com/SE-8399-RH-ROCK-Rock-Pick-Hammer/dp/B003JKIYJM?ref=dp_atch_dss_sdp_ce_2,1.0,25.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HANDSAW,PRT,LAB,HANDSAW,,,Hand Saw,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HARDDRIVE,PRT,LAB,HARDDRIVE,,,2TB external Hard Drive,newegg.com,ea,0.0,84.99,0.0,Western Digital,WDBYVG0020BBK-WESN,1.0,84.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HUMIDIFIER-4L,PRT,LAB,HUMIDIFIER,4L,,Humidifier,Chewy.com,ea,0.0,51.99,0.0,Repti Zoo,	223436,1.0,51.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-05-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HUMIDITY-CONTROLLER-DIGITAL,PRT,LAB,HUMIDITY-CONTROLLER,,DIGITAL,Digital humidity controller,Inkbird.com,ea,0.0,45.99,0.0,Inkbird,IHC-200,1.0,45.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-05-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HYGROMETER,PRT,LAB,HYGROMETER,,,"Hygrometer, wit temp and humidity",Grainger,ea,0.0,38.45,0.0,Acurite,53DP78,1.0,38.45,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-HYGROMETER-PROBE,PRT,LAB,HYGROMETER,,PROBE,Hygrometer with waterproof probe,,ea,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-IRRADIANCE-METER-SOLAR-1400WM2,PRT,LAB,IRRADIANCE-METER,SOLAR-1400WM2,,"Fluke IRR1-SOL - Solar Irradiance Meter, 1400 W/m2",TEquipment.com,ea,0.0,377.66,0.0,FLUKE,Fluke IRR1-SOL,1.0,377.66,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-KILN-120VAC-12A-FRONTLOAD-1288C,PRT,LAB,KILN,120VAC-12A,FRONTLOAD-1288C,"Paragon Q11 multipurpose kiln.  1288 C max temp, 120VAC, 12A",Paragon Kilns,ea,0.0,1500.0,0.0,Paragon,Q11,1.0,1500.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-LAPTOP,PRT,LAB,LAPTOP,,,Laptop Computer with data processing software,newegg.com,ea,0.0,499.99,0.0,Auusda,,1.0,499.99,2.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-LEVEL-SET,PRT,LAB,LEVEL,,SET,Bubble level Set,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-LOWTEMPOVEN-16L-220V,PRT,LAB,LOWTEMPOVEN,16L-220V,,"Low temperature oven for fuel moisture measurement, 16L",Amazon,ea,0.0,263.67,0.0,Generic,link,1.0,263.67,0.25,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-MICROBALANCE-01MG,PRT,LAB,MICROBALANCE,01MG,,"Micro Balance, 0.01mg accuracy",,ea,0.0,2000.0,0.0,,,1.0,2000.0,4.25,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-MICROSD-32GB,PRT,LAB,MICROSD,32GB,,32gb micro SD card,pishop.us,ea,3.0,19.95,0.0,,1363-1,1.0,19.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-MORTAR-32OZ,PRT,LAB,MORTAR,32OZ,,"Fireplace Mortar, 32oz tub",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-MOUSE-KEYBOARD-USB-WIRELESS,PRT,LAB,MOUSE-KEYBOARD,USB-WIRELESS,,"Computer Keyboard and Mouse, wireless USB",Newark,ea,2.0,29.99,0.0,Logitech,20X1145,1.0,29.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PANELJACK-USB-A,PRT,LAB,PANELJACK,USB-A,,"USB-A panel jack, 3.9"" cable length",Newark,ea,2.0,9.46,0.0,,72W2520,1.0,9.46,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PANELJACK-USB-C-HDMI-3FT,PRT,LAB,PANELJACK,USB-C-HDMI,3FT,"Dual panel mount, HDMI + USB-C with 3ft long cables",DigiKey,ea,2.0,17.5,0.0,Adafruit,1528-6118-ND,1.0,17.5,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PITCHER-1L-GRADUATED-PLASTIC,PRT,LAB,PITCHER,1L-GRADUATED,PLASTIC,Graduated Polypropylene Beaker with Handle 34 FL oz/1000 ml Capacity,McMaster-Carr,ea,0.0,7.44,0.0,,9896T2,1.0,7.44,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-30,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PLIERWRENCH-SET,PRT,LAB,PLIERWRENCH,,SET,"Pliers and Wrench Set, 10pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PLUG-ADAPTER-MICROHDMI-HDMI,PRT,LAB,PLUG-ADAPTER,MICROHDMI-HDMI,,"Adapter, Micro HDMI plug to HDMI receptacle",DigiKey,ea,3.0,6.89,0.0,,TL1610-ND,1.0,6.89,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PTFEPASTE,PRT,LAB,PTFEPASTE,,,PTFE Paste for leak repair,cascade hdw,ea,0.0,7.99,0.0,,,1.0,7.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PTFETAPE,PRT,LAB,PTFETAPE,,,PTFE Tape for leak repair,McMaster-Carr,ea,0.0,5.66,0.0,,44945K12,1.0,5.66,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-PWRADPTR-UNIVERSAL,PRT,LAB,PWRADPTR,,UNIVERSAL,"Universal power plug adapter, convert US style plugs",Amazon,ea,0.0,1.665833,0.0,OREI,https://www.amazon.com/dp/B0038MO3GE?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,12.0,19.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RASPBERRYPI5-4GB-UBUNTU-MUSA,PRT,LAB,RASPBERRYPI5,4GB,UBUNTU-MUSA,Raspberry Pi 5.0 4GB,pishop.us,ea,2.0,110.0,0.0,Raspberry Pi,4GB-9024,1.0,110.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-17,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RASPICASE,PRT,LAB,RASPICASE,,,Case for Raspberry Pi 5.0,pishop.us,ea,0.0,10.95,0.0,HighPi,9015,1.0,10.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RASPIPWRSPLY-27W-USBC,PRT,LAB,RASPIPWRSPLY,27W,USBC,27W USB-C power supply,pishop.us,ea,2.0,12.95,0.0,Raspberry Pi,1244-1,1.0,12.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RASPISERIAL-RS232-HAT,PRT,LAB,RASPISERIAL,RS232,HAT,RS232 hat for pi,pishop.us,ea,2.0,11.95,0.0,,910,1.0,11.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RODSAWBLADES,PRT,LAB,RODSAWBLADES,,,Rod Saw Blade Set,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-RULER-SET,PRT,LAB,RULER,,SET,"Ruler set, 6"" + 12"", cork-backed, steel",Amazon,ea,0.0,6.99,0.0,Mr Pen,https://www.amazon.com/Stainless-Non-Slip-Centimeters-Straight-Drafting/dp/B0GQZ4H6B1/ref=sr_1_2_sspa?crid=2DW1IIFT4PBU5&dib=eyJ2IjoiMSJ9.ooGSUKencsUqsjpVOzsh-QkNU_81XBu7pCw4Z9_Iv2g2UKW1cBitAdA8pfGTzpcwMZdXlOFF-_2I7pnmgzfjCFYYeMGsdL8O75zJ5MVjJqdDRL9QsDLG1ei1KlJUXAVAE-qKTyP-9W7KzpQM95Td9i8KqR0qG2SA7QUYSRn5A_eOUsB_QlsuCKaGAK88skpphesBW8p8L-p2iScW1ZfRejb3P2Zb-PZf4-Ulmmd9x5MjPurp2By6G0pv_0o9L75twOW8ami-61YdU4Gnl9C6eBgR-sTFt9UiSkoQ0W8EAR4.ZgNshBnr4pTd-M6wauSdWRtdr-1bLE3KWiyvu78jKFM&dib_tag=se&keywords=flexible%2B12%22%2Bmetal%2Bruler&qid=1777581474&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=flexible%2B12%2Bmetalruler%2Caps%2C220&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,1.0,6.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SAFETY-GLASSES,PRT,LAB,SAFETY-GLASSES,,,"Safety Glasses with Adjustable-Length and-Tilt Arms, Scratch Resistant Fog Free Lens",McMaster-Carr,ea,0.0,2.63,0.0,,11105T214,1.0,2.63,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SAFETYGOGGLES-2PK,PRT,LAB,SAFETYGOGGLES,,2PK,"Safety Goggles, 2pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SCREWDRIVERS-SET,PRT,LAB,SCREWDRIVERS,,SET,"Screwdriver Set, 125pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SERIALADPTR-RS232-DIN-INCLUDED,PRT,LAB,SERIALADPTR,RS232-DIN,INCLUDED,Serial to DIN (sensorbox) adapter,Mountain Air Engineering,ea,2.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-11,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SERIALADPTR-USB-RS232,PRT,LAB,SERIALADPTR,USB-RS232,,USB to Serial Adaptor,???,ea,0.0,19.99,0.0,,,1.0,19.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SERIALEXTNSN-6FT-RS232,PRT,LAB,SERIALEXTNSN,6FT-RS232,,RS232 6ft extension,???,ea,0.0,9.99,0.0,,,1.0,9.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
